### 财务报告分析

#### 1. 员工认股权相关数据

| 项目 | 112年3月31日 | 111年12月31日 | 111年3月31日 |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | | | |
| 期权类型 | |
